mode breakdown step partitionid runtime
2.Internal WorkStealingComputation 2 187 3194
2.Internal InitialComputation 2 188 1358
2.Internal WorkStealingComputation 2 188 3657
2.Internal InitialComputation 2 189 1757
2.Internal WorkStealingComputation 2 189 3095
2.Internal InitialComputation 2 190 268
2.Internal WorkStealingComputation 2 190 4573
2.Internal InitialComputation 2 191 1134
2.Internal WorkStealingComputation 2 191 3388
2.Internal InitialComputation 2 192 1720
2.Internal WorkStealingComputation 2 192 3106
2.Internal InitialComputation 2 193 1457
2.Internal WorkStealingComputation 2 193 3386
2.Internal InitialComputation 2 194 1388
2.Internal WorkStealingComputation 2 194 3293
2.Internal InitialComputation 2 195 4540
2.Internal WorkStealingComputation 2 195 440
2.Internal InitialComputation 2 196 2477
2.Internal WorkStealingComputation 2 196 2672
2.Internal InitialComputation 2 197 4018
2.Internal WorkStealingComputation 2 197 869
2.Internal InitialComputation 2 198 4428
2.Internal WorkStealingComputation 2 198 586
2.Internal InitialComputation 2 199 3829
2.Internal WorkStealingComputation 2 199 1022
2.Internal InitialComputation 2 200 4810
2.Internal WorkStealingComputation 2 200 3
2.Internal InitialComputation 2 201 2175
2.Internal WorkStealingComputation 2 201 2356
2.Internal InitialComputation 2 202 4823
2.Internal WorkStealingComputation 2 202 1
2.Internal InitialComputation 2 203 4846
2.Internal WorkStealingComputation 2 203 1
2.Internal InitialComputation 2 204 2128
2.Internal WorkStealingComputation 2 204 2558
2.Internal InitialComputation 2 205 4972
2.Internal WorkStealingComputation 2 205 6
2.Internal InitialComputation 2 206 4733
2.Internal WorkStealingComputation 2 206 408
2.Internal InitialComputation 2 207 4441
2.Internal WorkStealingComputation 2 207 437
2.Internal InitialComputation 2 208 5007
2.Internal WorkStealingComputation 2 208 1
2.Internal InitialComputation 2 209 3338
2.Internal WorkStealingComputation 2 209 1518
2.Internal InitialComputation 2 210 1572
2.Internal WorkStealingComputation 2 210 3266
2.Internal InitialComputation 2 211 1257
2.Internal WorkStealingComputation 2 211 3280
2.Internal InitialComputation 2 212 4471
2.Internal WorkStealingComputation 2 212 354
2.Internal InitialComputation 2 213 4445
2.Internal WorkStealingComputation 2 213 404
2.Internal InitialComputation 2 214 3636
2.Internal WorkStealingComputation 2 214 1045
2.Internal InitialComputation 2 215 4112
2.Internal WorkStealingComputation 2 215 875
2.Internal InitialComputation 2 216 3474
2.Internal WorkStealingComputation 2 216 1672
2.Internal InitialComputation 2 217 4872
2.Internal WorkStealingComputation 2 217 5
2.Internal InitialComputation 2 218 3234
2.Internal WorkStealingComputation 2 218 1780
2.Internal InitialComputation 2 219 4321
2.Internal WorkStealingComputation 2 219 528
2.Internal InitialComputation 2 220 4442
2.Internal WorkStealingComputation 2 220 374
2.Internal InitialComputation 2 221 2740
2.Internal WorkStealingComputation 2 221 1790
2.Internal InitialComputation 2 222 3498
2.Internal WorkStealingComputation 2 222 1329
2.Internal InitialComputation 2 223 4011
2.Internal WorkStealingComputation 2 223 839
2.Internal InitialComputation 2 224 2886
2.Internal WorkStealingComputation 2 224 1799
2.Internal InitialComputation 2 225 1614
2.Internal WorkStealingComputation 2 225 3377
2.Internal InitialComputation 2 226 4242
2.Internal WorkStealingComputation 2 226 902
2.Internal InitialComputation 2 227 3531
2.Internal WorkStealingComputation 2 227 1357
2.Internal InitialComputation 2 228 2685
2.Internal WorkStealingComputation 2 228 2332
2.Internal InitialComputation 2 229 1726
2.Internal WorkStealingComputation 2 229 3148
2.Internal InitialComputation 2 230 3990
2.Internal WorkStealingComputation 2 230 833
2.Internal InitialComputation 2 231 3535
2.Internal WorkStealingComputation 2 231 996
2.Internal InitialComputation 2 232 4037
2.Internal WorkStealingComputation 2 232 788
2.Internal InitialComputation 2 233 3422
2.Internal WorkStealingComputation 2 233 1429
2.Internal InitialComputation 2 234 4242
2.Internal WorkStealingComputation 2 234 438
2.Internal InitialComputation 2 235 2620
2.Internal WorkStealingComputation 2 235 2369
2.Internal InitialComputation 2 236 1888
2.Internal WorkStealingComputation 2 236 3262
2.Internal InitialComputation 2 237 2936
2.Internal WorkStealingComputation 2 237 1952
2.Internal InitialComputation 2 238 4045
2.Internal WorkStealingComputation 2 238 970
2.Internal InitialComputation 2 239 4848
2.Internal WorkStealingComputation 2 239 1
2.Internal InitialComputation 2 240 3384
2.Internal WorkStealingComputation 2 240 1443
2.Internal InitialComputation 2 241 4518
2.Internal WorkStealingComputation 2 241 2
2.Internal InitialComputation 2 242 2882
2.Internal WorkStealingComputation 2 242 1945
2.Internal InitialComputation 2 243 2656
2.Internal WorkStealingComputation 2 243 2195
2.Internal InitialComputation 2 244 4665
2.Internal WorkStealingComputation 2 244 3
2.Internal InitialComputation 2 245 3618
2.Internal WorkStealingComputation 2 245 1370
2.Internal InitialComputation 2 246 5135
2.Internal WorkStealingComputation 2 246 4
2.Internal InitialComputation 2 247 1463
2.Internal WorkStealingComputation 2 247 3436
2.Internal InitialComputation 2 248 1921
2.Internal WorkStealingComputation 2 248 3096
2.Internal InitialComputation 2 249 2703
2.Internal WorkStealingComputation 2 249 2155
2.Internal InitialComputation 2 250 2666
2.Internal WorkStealingComputation 2 250 2166
2.Internal InitialComputation 2 251 4013
2.Internal WorkStealingComputation 2 251 512
2.Internal InitialComputation 2 252 1710
2.Internal WorkStealingComputation 2 252 3120
2.Internal InitialComputation 2 253 1993
2.Internal WorkStealingComputation 2 253 2859
2.Internal InitialComputation 2 254 1498
2.Internal WorkStealingComputation 2 254 3190
2.Internal InitialComputation 2 255 2987
2.Internal WorkStealingComputation 2 255 2002
2.Internal InitialComputation 2 256 2955
2.Internal WorkStealingComputation 2 256 2192
2.Internal InitialComputation 2 257 2134
2.Internal WorkStealingComputation 2 257 2755
2.Internal InitialComputation 2 258 838
2.Internal WorkStealingComputation 2 258 4180
2.Internal InitialComputation 2 259 2193
2.Internal WorkStealingComputation 2 259 2671
2.Internal InitialComputation 2 260 2000
2.Internal WorkStealingComputation 2 260 2837
2.Internal InitialComputation 2 261 1613
2.Internal WorkStealingComputation 2 261 2920
2.Internal InitialComputation 2 262 2054
2.Internal WorkStealingComputation 2 262 2775
2.Internal InitialComputation 2 263 990
2.Internal WorkStealingComputation 2 263 3870
2.Internal InitialComputation 2 264 3063
2.Internal WorkStealingComputation 2 264 1619
2.Internal InitialComputation 2 265 4235
2.Internal WorkStealingComputation 2 265 751
2.Internal InitialComputation 2 266 3632
2.Internal WorkStealingComputation 2 266 1513
2.Internal InitialComputation 2 267 1713
2.Internal WorkStealingComputation 2 267 3180
2.Internal InitialComputation 2 268 4518
2.Internal WorkStealingComputation 2 268 494
2.Internal InitialComputation 2 269 3924
2.Internal WorkStealingComputation 2 269 925
2.Internal InitialComputation 2 270 2119
2.Internal WorkStealingComputation 2 270 2714
2.Internal InitialComputation 2 271 401
2.Internal WorkStealingComputation 2 271 4141
2.Internal InitialComputation 2 272 2178
2.Internal WorkStealingComputation 2 272 2650
2.Internal InitialComputation 2 273 1346
2.Internal WorkStealingComputation 2 273 3511
2.Internal InitialComputation 2 274 3744
2.Internal WorkStealingComputation 2 274 931
2.Internal InitialComputation 2 275 1934
2.Internal WorkStealingComputation 2 275 3052
2.Internal InitialComputation 2 276 361
2.Internal WorkStealingComputation 2 276 4790
2.Internal InitialComputation 2 277 1439
2.Internal WorkStealingComputation 2 277 3452
2.Internal InitialComputation 2 278 331
2.Internal WorkStealingComputation 2 278 4664
2.Internal InitialComputation 2 279 302
2.Internal WorkStealingComputation 2 279 4569
2.Internal InitialComputation 3 0 99
2.Internal WorkStealingComputation 3 0 41936
2.Internal InitialComputation 3 1 40
2.Internal WorkStealingComputation 3 1 50593
2.Internal InitialComputation 3 2 55
2.Internal WorkStealingComputation 3 2 41833
2.Internal InitialComputation 3 3 45
2.Internal WorkStealingComputation 3 3 51424
2.Internal InitialComputation 3 4 99
2.Internal WorkStealingComputation 3 4 56157
2.Internal InitialComputation 3 5 50
2.Internal WorkStealingComputation 3 5 56416
2.Internal InitialComputation 3 6 69
2.Internal WorkStealingComputation 3 6 46034
2.Internal InitialComputation 3 7 89
2.Internal WorkStealingComputation 3 7 47393
2.Internal InitialComputation 3 8 57
2.Internal WorkStealingComputation 3 8 44146
2.Internal InitialComputation 3 9 53
2.Internal WorkStealingComputation 3 9 41748
2.Internal InitialComputation 3 10 86
2.Internal WorkStealingComputation 3 10 41909
2.Internal InitialComputation 3 11 44
2.Internal WorkStealingComputation 3 11 50642
2.Internal InitialComputation 3 12 49
2.Internal WorkStealingComputation 3 12 41831
2.Internal InitialComputation 3 13 43
2.Internal WorkStealingComputation 3 13 51353
2.Internal InitialComputation 3 14 77
2.Internal WorkStealingComputation 3 14 56178
2.Internal InitialComputation 3 15 111
2.Internal WorkStealingComputation 3 15 56398
2.Internal InitialComputation 3 16 61
2.Internal WorkStealingComputation 3 16 45992
2.Internal InitialComputation 3 17 125
2.Internal WorkStealingComputation 3 17 47332
2.Internal InitialComputation 3 18 90
2.Internal WorkStealingComputation 3 18 44113
2.Internal InitialComputation 3 19 43
2.Internal WorkStealingComputation 3 19 41666
2.Internal InitialComputation 3 20 77
2.Internal WorkStealingComputation 3 20 41915
2.Internal InitialComputation 3 21 52
2.Internal WorkStealingComputation 3 21 50665
2.Internal InitialComputation 3 22 52
2.Internal WorkStealingComputation 3 22 41819
2.Internal InitialComputation 3 23 53
2.Internal WorkStealingComputation 3 23 51366
2.Internal InitialComputation 3 24 63
2.Internal WorkStealingComputation 3 24 56175
2.Internal InitialComputation 3 25 47
2.Internal WorkStealingComputation 3 25 56413
2.Internal InitialComputation 3 26 61
2.Internal WorkStealingComputation 3 26 45987
2.Internal InitialComputation 3 27 98
2.Internal WorkStealingComputation 3 27 47358
2.Internal InitialComputation 3 28 85
2.Internal WorkStealingComputation 3 28 44162
2.Internal InitialComputation 3 29 48
2.Internal WorkStealingComputation 3 29 41661
2.Internal InitialComputation 3 30 83
2.Internal WorkStealingComputation 3 30 41909
2.Internal InitialComputation 3 31 67
2.Internal WorkStealingComputation 3 31 50661
2.Internal InitialComputation 3 32 57
2.Internal WorkStealingComputation 3 32 41822
2.Internal InitialComputation 3 33 43
2.Internal WorkStealingComputation 3 33 51352
2.Internal InitialComputation 3 34 73
2.Internal WorkStealingComputation 3 34 56151
2.Internal InitialComputation 3 35 103
2.Internal WorkStealingComputation 3 35 56353
2.Internal InitialComputation 3 36 126
2.Internal WorkStealingComputation 3 36 45912
2.Internal InitialComputation 3 37 91
2.Internal WorkStealingComputation 3 37 47379
2.Internal InitialComputation 3 38 81
2.Internal WorkStealingComputation 3 38 44138
2.Internal InitialComputation 3 39 53
2.Internal WorkStealingComputation 3 39 41655
2.Internal InitialComputation 3 40 92
2.Internal WorkStealingComputation 3 40 41902
2.Internal InitialComputation 3 41 50
2.Internal WorkStealingComputation 3 41 50659
2.Internal InitialComputation 3 42 77
2.Internal WorkStealingComputation 3 42 41804
2.Internal InitialComputation 3 43 49
2.Internal WorkStealingComputation 3 43 51372
2.Internal InitialComputation 3 44 78
2.Internal WorkStealingComputation 3 44 56159
2.Internal InitialComputation 3 45 58
2.Internal WorkStealingComputation 3 45 56410
2.Internal InitialComputation 3 46 116
2.Internal WorkStealingComputation 3 46 45922
2.Internal InitialComputation 3 47 115
2.Internal WorkStealingComputation 3 47 47352
2.Internal InitialComputation 3 48 75
2.Internal WorkStealingComputation 3 48 44143
2.Internal InitialComputation 3 49 55
2.Internal WorkStealingComputation 3 49 41653
2.Internal InitialComputation 3 50 80
2.Internal WorkStealingComputation 3 50 41909
2.Internal InitialComputation 3 51 52
2.Internal WorkStealingComputation 3 51 50663
2.Internal InitialComputation 3 52 60
2.Internal WorkStealingComputation 3 52 41797
2.Internal InitialComputation 3 53 45
2.Internal WorkStealingComputation 3 53 51351
2.Internal InitialComputation 3 54 61
2.Internal WorkStealingComputation 3 54 56177
2.Internal InitialComputation 3 55 85
2.Internal WorkStealingComputation 3 55 56423
2.Internal InitialComputation 3 56 52
2.Internal WorkStealingComputation 3 56 45985
2.Internal InitialComputation 3 57 93
2.Internal WorkStealingComputation 3 57 47392
2.Internal InitialComputation 3 58 71
2.Internal WorkStealingComputation 3 58 44152
2.Internal InitialComputation 3 59 78
2.Internal WorkStealingComputation 3 59 41628
2.Internal InitialComputation 3 60 73
2.Internal WorkStealingComputation 3 60 41919
2.Internal InitialComputation 3 61 45
2.Internal WorkStealingComputation 3 61 50590
2.Internal InitialComputation 3 62 51
2.Internal WorkStealingComputation 3 62 41831
2.Internal InitialComputation 3 63 38
2.Internal WorkStealingComputation 3 63 51357
2.Internal InitialComputation 3 64 41
2.Internal WorkStealingComputation 3 64 56177
2.Internal InitialComputation 3 65 110
2.Internal WorkStealingComputation 3 65 56368
2.Internal InitialComputation 3 66 42
2.Internal WorkStealingComputation 3 66 45992
2.Internal InitialComputation 3 67 89
2.Internal WorkStealingComputation 3 67 47397
2.Internal InitialComputation 3 68 61
2.Internal WorkStealingComputation 3 68 44131
2.Internal InitialComputation 3 69 40
2.Internal WorkStealingComputation 3 69 41667
2.Internal InitialComputation 3 70 71
2.Internal WorkStealingComputation 3 70 41919
2.Internal InitialComputation 3 71 41
2.Internal WorkStealingComputation 3 71 50591
2.Internal InitialComputation 3 72 43
2.Internal WorkStealingComputation 3 72 41804
2.Internal InitialComputation 3 73 40
2.Internal WorkStealingComputation 3 73 51354
2.Internal InitialComputation 3 74 65
2.Internal WorkStealingComputation 3 74 56152
2.Internal InitialComputation 3 75 41
2.Internal WorkStealingComputation 3 75 56416
2.Internal InitialComputation 3 76 49
2.Internal WorkStealingComputation 3 76 45989
2.Internal InitialComputation 3 77 110
2.Internal WorkStealingComputation 3 77 47374
2.Internal InitialComputation 3 78 62
2.Internal WorkStealingComputation 3 78 44139
2.Internal InitialComputation 3 79 37
2.Internal WorkStealingComputation 3 79 41720
2.Internal InitialComputation 3 80 94
2.Internal WorkStealingComputation 3 80 41900
2.Internal InitialComputation 3 81 42
2.Internal WorkStealingComputation 3 81 50593
2.Internal InitialComputation 3 82 60
2.Internal WorkStealingComputation 3 82 41776
2.Internal InitialComputation 3 83 40
2.Internal WorkStealingComputation 3 83 51410
2.Internal InitialComputation 3 84 67
2.Internal WorkStealingComputation 3 84 56159
2.Internal InitialComputation 3 85 74
2.Internal WorkStealingComputation 3 85 56434
2.Internal InitialComputation 3 86 60
2.Internal WorkStealingComputation 3 86 45991
2.Internal InitialComputation 3 87 77
2.Internal WorkStealingComputation 3 87 47400
2.Internal InitialComputation 3 88 86
2.Internal WorkStealingComputation 3 88 44116
2.Internal InitialComputation 3 89 67
2.Internal WorkStealingComputation 3 89 41638
2.Internal InitialComputation 3 90 85
2.Internal WorkStealingComputation 3 90 41934
2.Internal InitialComputation 3 91 39
2.Internal WorkStealingComputation 3 91 50618
2.Internal InitialComputation 3 92 49
2.Internal WorkStealingComputation 3 92 41834
2.Internal InitialComputation 3 93 38
2.Internal WorkStealingComputation 3 93 51355
2.Internal InitialComputation 3 94 68
2.Internal WorkStealingComputation 3 94 56150
2.Internal InitialComputation 3 95 75
2.Internal WorkStealingComputation 3 95 56430
2.Internal InitialComputation 3 96 49
2.Internal WorkStealingComputation 3 96 45988
2.Internal InitialComputation 3 97 84
2.Internal WorkStealingComputation 3 97 47387
2.Internal InitialComputation 3 98 54
2.Internal WorkStealingComputation 3 98 44147
2.Internal InitialComputation 3 99 51
2.Internal WorkStealingComputation 3 99 41679
2.Internal InitialComputation 3 100 85
2.Internal WorkStealingComputation 3 100 41905
2.Internal InitialComputation 3 101 39
2.Internal WorkStealingComputation 3 101 50619
2.Internal InitialComputation 3 102 46
2.Internal WorkStealingComputation 3 102 41831
2.Internal InitialComputation 3 103 49
2.Internal WorkStealingComputation 3 103 51420
2.Internal InitialComputation 3 104 62
2.Internal WorkStealingComputation 3 104 56152
2.Internal InitialComputation 3 105 74
2.Internal WorkStealingComputation 3 105 56432
2.Internal InitialComputation 3 106 61
2.Internal WorkStealingComputation 3 106 45991
2.Internal InitialComputation 3 107 78
2.Internal WorkStealingComputation 3 107 47415
2.Internal InitialComputation 3 108 60
2.Internal WorkStealingComputation 3 108 44137
2.Internal InitialComputation 3 109 43
2.Internal WorkStealingComputation 3 109 41688
2.Internal InitialComputation 3 110 74
2.Internal WorkStealingComputation 3 110 41918
2.Internal InitialComputation 3 111 57
2.Internal WorkStealingComputation 3 111 50675
2.Internal InitialComputation 3 112 43
2.Internal WorkStealingComputation 3 112 41830
2.Internal InitialComputation 3 113 46
2.Internal WorkStealingComputation 3 113 51424
2.Internal InitialComputation 3 114 64
2.Internal WorkStealingComputation 3 114 56157
2.Internal InitialComputation 3 115 80
2.Internal WorkStealingComputation 3 115 56425
2.Internal InitialComputation 3 116 51
2.Internal WorkStealingComputation 3 116 45986
2.Internal InitialComputation 3 117 78
2.Internal WorkStealingComputation 3 117 47416
2.Internal InitialComputation 3 118 81
2.Internal WorkStealingComputation 3 118 44144
2.Internal InitialComputation 3 119 39
2.Internal WorkStealingComputation 3 119 41690
2.Internal InitialComputation 3 120 87
2.Internal WorkStealingComputation 3 120 41931
2.Internal InitialComputation 3 121 38
2.Internal WorkStealingComputation 3 121 50649
2.Internal InitialComputation 3 122 44
2.Internal WorkStealingComputation 3 122 41831
2.Internal InitialComputation 3 123 47
2.Internal WorkStealingComputation 3 123 51424
2.Internal InitialComputation 3 124 46
2.Internal WorkStealingComputation 3 124 56175
2.Internal InitialComputation 3 125 80
2.Internal WorkStealingComputation 3 125 56422
2.Internal InitialComputation 3 126 44
2.Internal WorkStealingComputation 3 126 45989
2.Internal InitialComputation 3 127 81
2.Internal WorkStealingComputation 3 127 47410
2.Internal InitialComputation 3 128 91
2.Internal WorkStealingComputation 3 128 44130
2.Internal InitialComputation 3 129 845
2.Internal WorkStealingComputation 3 129 40933
2.Internal InitialComputation 3 130 97
2.Internal WorkStealingComputation 3 130 41914
2.Internal InitialComputation 3 131 102
2.Internal WorkStealingComputation 3 131 50631
2.Internal InitialComputation 3 132 60
2.Internal WorkStealingComputation 3 132 41833
2.Internal InitialComputation 3 133 41
2.Internal WorkStealingComputation 3 133 51408
2.Internal InitialComputation 3 134 41
2.Internal WorkStealingComputation 3 134 56157
2.Internal InitialComputation 3 135 125
2.Internal WorkStealingComputation 3 135 56376
2.Internal InitialComputation 3 136 66
2.Internal WorkStealingComputation 3 136 45994
2.Internal InitialComputation 3 137 334
2.Internal WorkStealingComputation 3 137 47162
2.Internal InitialComputation 3 138 480
2.Internal WorkStealingComputation 3 138 43752
2.Internal InitialComputation 3 139 619
2.Internal WorkStealingComputation 3 139 41141
2.Internal InitialComputation 3 140 386
2.Internal WorkStealingComputation 3 140 41660
2.Internal InitialComputation 3 141 351
2.Internal WorkStealingComputation 3 141 50357
2.Internal InitialComputation 3 142 358
2.Internal WorkStealingComputation 3 142 41510
2.Internal InitialComputation 3 143 330
2.Internal WorkStealingComputation 3 143 51062
2.Internal InitialComputation 3 144 348
2.Internal WorkStealingComputation 3 144 55860
2.Internal InitialComputation 3 145 380
2.Internal WorkStealingComputation 3 145 56139
2.Internal InitialComputation 3 146 419
2.Internal WorkStealingComputation 3 146 45613
2.Internal InitialComputation 3 147 385
2.Internal WorkStealingComputation 3 147 47104
2.Internal InitialComputation 3 148 1045
2.Internal WorkStealingComputation 3 148 43184
2.Internal InitialComputation 3 149 1129
2.Internal WorkStealingComputation 3 149 40631
2.Internal InitialComputation 3 150 1105
2.Internal WorkStealingComputation 3 150 40938
2.Internal InitialComputation 3 151 1088
2.Internal WorkStealingComputation 3 151 49637
2.Internal InitialComputation 3 152 1051
2.Internal WorkStealingComputation 3 152 40828
2.Internal InitialComputation 3 153 1042
2.Internal WorkStealingComputation 3 153 50407
2.Internal InitialComputation 3 154 1023
2.Internal WorkStealingComputation 3 154 55228
2.Internal InitialComputation 3 155 975
2.Internal WorkStealingComputation 3 155 55513
2.Internal InitialComputation 3 156 938
2.Internal WorkStealingComputation 3 156 45123
2.Internal InitialComputation 3 157 1122
2.Internal WorkStealingComputation 3 157 46358
2.Internal InitialComputation 3 158 1092
2.Internal WorkStealingComputation 3 158 43134
2.Internal InitialComputation 3 159 1175
2.Internal WorkStealingComputation 3 159 40608
2.Internal InitialComputation 3 160 1088
2.Internal WorkStealingComputation 3 160 40947
2.Internal InitialComputation 3 161 1261
2.Internal WorkStealingComputation 3 161 49448
2.Internal InitialComputation 3 162 1080
2.Internal WorkStealingComputation 3 162 40813
2.Internal InitialComputation 3 163 1114
2.Internal WorkStealingComputation 3 163 50367
2.Internal InitialComputation 3 164 1080
2.Internal WorkStealingComputation 3 164 55171
2.Internal InitialComputation 3 165 1192
2.Internal WorkStealingComputation 3 165 55295
2.Internal InitialComputation 3 166 1070
2.Internal WorkStealingComputation 3 166 44989
2.Internal InitialComputation 3 167 1274
2.Internal WorkStealingComputation 3 167 46242
2.Internal InitialComputation 3 168 1196
2.Internal WorkStealingComputation 3 168 43000
2.Internal InitialComputation 3 169 1232
2.Internal WorkStealingComputation 3 169 40558
2.Internal InitialComputation 3 170 1183
2.Internal WorkStealingComputation 3 170 40806
2.Internal InitialComputation 3 171 216
2.Internal WorkStealingComputation 3 171 50517
2.Internal InitialComputation 3 172 1128
2.Internal WorkStealingComputation 3 172 40756
2.Internal InitialComputation 3 173 41673
2.Internal WorkStealingComputation 3 173 9746
2.Internal InitialComputation 3 174 1130
2.Internal WorkStealingComputation 3 174 55122
2.Internal InitialComputation 3 175 1108
2.Internal WorkStealingComputation 3 175 55378
2.Internal InitialComputation 3 176 1238
2.Internal WorkStealingComputation 3 176 44801
2.Internal InitialComputation 3 177 1526
2.Internal WorkStealingComputation 3 177 45986
2.Internal InitialComputation 3 178 1184
2.Internal WorkStealingComputation 3 178 43052
2.Internal InitialComputation 3 179 1187
2.Internal WorkStealingComputation 3 179 40606
2.Internal InitialComputation 3 180 1268
2.Internal WorkStealingComputation 3 180 40751
2.Internal InitialComputation 3 181 1156
2.Internal WorkStealingComputation 3 181 49561
2.Internal InitialComputation 3 182 1117
2.Internal WorkStealingComputation 3 182 40768
2.Internal InitialComputation 3 183 188
2.Internal WorkStealingComputation 3 183 51309
2.Internal InitialComputation 3 184 1316
2.Internal WorkStealingComputation 3 184 54927
2.Internal InitialComputation 3 185 1130
2.Internal WorkStealingComputation 3 185 55390
2.Internal InitialComputation 3 186 1323
2.Internal WorkStealingComputation 3 186 44734
2.Internal InitialComputation 3 187 1359
2.Internal WorkStealingComputation 3 187 46138
2.Internal InitialComputation 3 188 1210
2.Internal WorkStealingComputation 3 188 43029
2.Internal InitialComputation 3 189 1249
2.Internal WorkStealingComputation 3 189 40557
2.Internal InitialComputation 3 190 1105
2.Internal WorkStealingComputation 3 190 40910
2.Internal InitialComputation 3 191 1200
2.Internal WorkStealingComputation 3 191 49505
2.Internal InitialComputation 3 192 1111
2.Internal WorkStealingComputation 3 192 40783
2.Internal InitialComputation 3 193 983
2.Internal WorkStealingComputation 3 193 50497
2.Internal InitialComputation 3 194 1095
2.Internal WorkStealingComputation 3 194 55153
2.Internal InitialComputation 3 195 20627
2.Internal WorkStealingComputation 3 195 35891
2.Internal InitialComputation 3 196 20106
2.Internal WorkStealingComputation 3 196 25938
2.Internal InitialComputation 3 197 8904
2.Internal WorkStealingComputation 3 197 38613
2.Internal InitialComputation 3 198 1363
2.Internal WorkStealingComputation 3 198 42885
2.Internal InitialComputation 3 199 16024
2.Internal WorkStealingComputation 3 199 25781
2.Internal InitialComputation 3 200 22469
2.Internal WorkStealingComputation 3 200 19564
2.Internal InitialComputation 3 201 24455
2.Internal WorkStealingComputation 3 201 26277
2.Internal InitialComputation 3 202 4055
2.Internal WorkStealingComputation 3 202 37839
2.Internal InitialComputation 3 203 23791
2.Internal WorkStealingComputation 3 203 27688
2.Internal InitialComputation 3 204 25871
2.Internal WorkStealingComputation 3 204 30373
2.Internal InitialComputation 3 205 29009
2.Internal WorkStealingComputation 3 205 27511
2.Internal InitialComputation 3 206 2716
2.Internal WorkStealingComputation 3 206 43375
2.Internal InitialComputation 3 207 20466
2.Internal WorkStealingComputation 3 207 27020
2.Internal InitialComputation 3 208 9047
2.Internal WorkStealingComputation 3 208 35197
2.Internal InitialComputation 3 209 15624
2.Internal WorkStealingComputation 3 209 26182
2.Internal InitialComputation 3 210 21249
2.Internal WorkStealingComputation 3 210 20795
2.Internal InitialComputation 3 211 32316
2.Internal WorkStealingComputation 3 211 18342
2.Internal InitialComputation 3 212 18942
2.Internal WorkStealingComputation 3 212 22951
2.Internal InitialComputation 3 213 24653
2.Internal WorkStealingComputation 3 213 26834
2.Internal InitialComputation 3 214 27066
2.Internal WorkStealingComputation 3 214 29189
2.Internal InitialComputation 3 215 26404
2.Internal WorkStealingComputation 3 215 30114
2.Internal InitialComputation 3 216 1471
2.Internal WorkStealingComputation 3 216 44637
2.Internal InitialComputation 3 217 31695
2.Internal WorkStealingComputation 3 217 15804
2.Internal InitialComputation 3 218 8132
2.Internal WorkStealingComputation 3 218 36113
2.Internal InitialComputation 3 219 23098
2.Internal WorkStealingComputation 3 219 18694
2.Internal InitialComputation 3 220 20988
2.Internal WorkStealingComputation 3 220 21059
2.Internal InitialComputation 3 221 30007
2.Internal WorkStealingComputation 3 221 20724
2.Internal InitialComputation 3 222 41766
2.Internal WorkStealingComputation 3 222 106
2.Internal InitialComputation 3 223 5539
2.Internal WorkStealingComputation 3 223 45956
2.Internal InitialComputation 3 224 5831
2.Internal WorkStealingComputation 3 224 50438
2.Internal InitialComputation 3 225 47142
2.Internal WorkStealingComputation 3 225 9371
2.Internal InitialComputation 3 226 28458
2.Internal WorkStealingComputation 3 226 17604
2.Internal InitialComputation 3 227 35546
2.Internal WorkStealingComputation 3 227 11959
2.Internal InitialComputation 3 228 25232
2.Internal WorkStealingComputation 3 228 18991
2.Internal InitialComputation 3 229 33893
2.Internal WorkStealingComputation 3 229 7890
2.Internal InitialComputation 3 230 19898
2.Internal WorkStealingComputation 3 230 22149
2.Internal InitialComputation 3 231 34356
2.Internal WorkStealingComputation 3 231 16364
2.Internal InitialComputation 3 232 23269
2.Internal WorkStealingComputation 3 232 18624
2.Internal InitialComputation 3 233 21079
2.Internal WorkStealingComputation 3 233 30415
2.Internal InitialComputation 3 234 56200
2.Internal WorkStealingComputation 3 234 42
2.Internal InitialComputation 3 235 43585
2.Internal WorkStealingComputation 3 235 12930
2.Internal InitialComputation 3 236 46034
2.Internal WorkStealingComputation 3 236 4
2.Internal InitialComputation 3 237 22151
2.Internal WorkStealingComputation 3 237 25358
2.Internal InitialComputation 3 238 22808
2.Internal WorkStealingComputation 3 238 21434
2.Internal InitialComputation 3 239 10040
2.Internal WorkStealingComputation 3 239 31767
2.Internal InitialComputation 3 240 15338
2.Internal WorkStealingComputation 3 240 26711
2.Internal InitialComputation 3 241 41652
2.Internal WorkStealingComputation 3 241 9054
2.Internal InitialComputation 3 242 39696
2.Internal WorkStealingComputation 3 242 2195
2.Internal InitialComputation 3 243 38577
2.Internal WorkStealingComputation 3 243 12902
2.Internal InitialComputation 3 244 49188
2.Internal WorkStealingComputation 3 244 7065
2.Internal InitialComputation 3 245 34286
2.Internal WorkStealingComputation 3 245 22234
2.Internal InitialComputation 3 246 38774
2.Internal WorkStealingComputation 3 246 7273
2.Internal InitialComputation 3 247 32971
2.Internal WorkStealingComputation 3 247 14536
2.Internal InitialComputation 3 248 44188
2.Internal WorkStealingComputation 3 248 15
2.Internal InitialComputation 3 249 41779
2.Internal WorkStealingComputation 3 249 3
2.Internal InitialComputation 3 250 31410
2.Internal WorkStealingComputation 3 250 10632
2.Internal InitialComputation 3 251 26175
2.Internal WorkStealingComputation 3 251 24557
2.Internal InitialComputation 3 252 17995
2.Internal WorkStealingComputation 3 252 23899
